,budget,area size,environmental type,project type,soil type,material
524,792355,5718,Mountain,Commercial,Chalky,Brick
525,274512,4525,Urban,Infrastructure,Chalky,Steel
526,611863,6573,Suburban,Industrial,Peaty,Brick
527,278799,3042,Coastal,Industrial,Peaty,Brick
528,247549,2037,Mountain,Residential,Loamy,Wood
529,604319,1254,Coastal,Commercial,Silty,Concrete
530,494299,7896,Coastal,Industrial,Clay,Wood
531,622210,8323,Coastal,Infrastructure,Peaty,Concrete
532,458982,6007,Rural,Commercial,Sandy,Wood
533,134046,4735,Suburban,Industrial,Chalky,Brick
534,416619,1040,Suburban,Industrial,Clay,Wood
535,42097,6010,Mountain,Commercial,Loamy,Composite
536,676326,8961,Urban,Commercial,Chalky,Wood
537,659150,8426,Urban,Residential,Clay,Wood
538,240229,5631,Urban,Infrastructure,Peaty,Wood
539,128834,9197,Coastal,Residential,Peaty,Composite
540,103848,1629,Mountain,Residential,Silty,Concrete
541,62921,3645,Coastal,Infrastructure,Loamy,Wood
542,715086,9053,Rural,Infrastructure,Clay,Concrete
543,660429,4220,Mountain,Residential,Loamy,Steel
544,715660,4567,Mountain,Commercial,Sandy,Brick
545,294821,4695,Mountain,Infrastructure,Loamy,Steel
546,65609,9744,Rural,Residential,Peaty,Composite
547,237897,7781,Mountain,Commercial,Silty,Composite
548,984165,3009,Rural,Industrial,Peaty,Concrete
549,41024,5516,Urban,Commercial,Chalky,Concrete
550,80313,7033,Mountain,Residential,Peaty,Wood
551,399957,5227,Coastal,Infrastructure,Clay,Steel
552,194078,1181,Suburban,Commercial,Silty,Concrete
553,367429,4432,Rural,Commercial,Clay,Concrete
554,942842,6060,Urban,Commercial,Sandy,Concrete
555,471243,4516,Urban,Infrastructure,Sandy,Brick
556,123632,7839,Suburban,Infrastructure,Peaty,Concrete
557,947012,1219,Mountain,Commercial,Silty,Brick
558,261451,574,Coastal,Commercial,Loamy,Composite
559,13051,9985,Suburban,Residential,Silty,Wood
560,714107,4657,Mountain,Infrastructure,Silty,Steel
561,386836,9011,Mountain,Commercial,Silty,Concrete
562,621523,2649,Rural,Infrastructure,Peaty,Brick
563,981525,7213,Coastal,Infrastructure,Clay,Concrete
564,731772,4707,Coastal,Infrastructure,Peaty,Concrete
565,199407,7641,Rural,Residential,Loamy,Brick
566,459395,9152,Mountain,Industrial,Clay,Concrete
567,959597,9578,Mountain,Infrastructure,Loamy,Steel
568,472894,4436,Coastal,Infrastructure,Chalky,Composite
569,221810,9807,Coastal,Commercial,Chalky,Wood
570,967238,1575,Coastal,Infrastructure,Clay,Concrete
571,737975,4376,Coastal,Industrial,Peaty,Brick
572,83523,5115,Mountain,Infrastructure,Loamy,Steel
573,770463,7765,Coastal,Residential,Loamy,Concrete
574,104476,6879,Mountain,Commercial,Sandy,Composite
575,243841,9618,Rural,Industrial,Loamy,Composite
576,813451,5152,Urban,Residential,Peaty,Brick
577,880045,7292,Rural,Industrial,Sandy,Concrete
578,232866,9747,Rural,Commercial,Peaty,Concrete
579,96672,7956,Suburban,Infrastructure,Silty,Concrete
580,608135,5174,Rural,Commercial,Loamy,Composite
581,354894,1041,Suburban,Commercial,Silty,Concrete
582,744994,2661,Suburban,Infrastructure,Chalky,Concrete
583,38251,2751,Suburban,Residential,Chalky,Concrete
584,637769,9744,Rural,Industrial,Clay,Concrete
585,384710,5069,Urban,Residential,Loamy,Brick
586,560233,3244,Suburban,Infrastructure,Sandy,Composite
587,887284,6541,Coastal,Industrial,Silty,Wood
588,42217,5175,Coastal,Infrastructure,Peaty,Brick
589,18308,2060,Mountain,Residential,Loamy,Concrete
590,278093,1664,Coastal,Commercial,Clay,Wood
591,193062,5919,Coastal,Industrial,Peaty,Steel
592,404366,3222,Suburban,Infrastructure,Silty,Wood
593,754840,970,Rural,Industrial,Loamy,Brick
594,110235,1968,Coastal,Industrial,Silty,Composite
595,84740,8425,Rural,Residential,Loamy,Brick
596,388496,1308,Urban,Commercial,Loamy,Composite
597,863049,8863,Coastal,Industrial,Silty,Composite
598,760201,7219,Urban,Residential,Silty,Composite
599,813328,5573,Urban,Industrial,Peaty,Steel
600,927230,8512,Mountain,Commercial,Clay,Wood
601,187247,2145,Rural,Industrial,Silty,Brick
602,673165,8749,Rural,Commercial,Chalky,Brick
603,539525,1629,Mountain,Residential,Clay,Composite
604,30056,1853,Suburban,Residential,Chalky,Steel
605,186615,1267,Mountain,Commercial,Peaty,Steel
606,197628,4395,Mountain,Commercial,Silty,Concrete
607,648836,9374,Mountain,Residential,Clay,Steel
608,383632,3954,Urban,Commercial,Silty,Composite
609,144415,7829,Rural,Commercial,Loamy,Composite
610,416716,2290,Suburban,Infrastructure,Silty,Wood
611,456438,1385,Coastal,Industrial,Clay,Composite
612,563663,8234,Coastal,Residential,Silty,Wood
613,675022,4406,Coastal,Residential,Silty,Steel
614,551252,4992,Suburban,Infrastructure,Sandy,Concrete
615,647717,2573,Coastal,Commercial,Sandy,Brick
616,262764,812,Suburban,Commercial,Clay,Composite
617,724998,6769,Coastal,Commercial,Clay,Steel
618,476882,5817,Coastal,Residential,Loamy,Composite
619,750427,1310,Suburban,Infrastructure,Loamy,Wood
620,522153,7341,Rural,Industrial,Silty,Steel
621,77215,2532,Suburban,Infrastructure,Chalky,Brick
622,865474,7629,Suburban,Residential,Clay,Wood
623,154356,3205,Mountain,Industrial,Silty,Steel
624,213861,9288,Urban,Commercial,Chalky,Brick
625,365612,2647,Urban,Infrastructure,Sandy,Wood
626,464605,1115,Rural,Infrastructure,Loamy,Brick
627,19435,1447,Rural,Residential,Clay,Steel
628,457556,6177,Rural,Infrastructure,Silty,Wood
629,709438,5151,Urban,Industrial,Sandy,Concrete
630,875264,8366,Rural,Infrastructure,Peaty,Composite
631,585581,2513,Rural,Residential,Sandy,Concrete
632,88781,4197,Suburban,Infrastructure,Silty,Brick
633,201475,990,Suburban,Industrial,Loamy,Steel
634,170196,4850,Urban,Industrial,Chalky,Composite
635,236507,2928,Suburban,Residential,Peaty,Steel
636,316063,5487,Rural,Commercial,Peaty,Brick
637,774121,9233,Suburban,Residential,Loamy,Steel
638,786665,9979,Mountain,Commercial,Peaty,Wood
639,700607,5420,Suburban,Industrial,Clay,Wood
640,131172,3426,Urban,Infrastructure,Silty,Brick
641,366902,7782,Rural,Infrastructure,Peaty,Steel
642,494963,4876,Rural,Industrial,Sandy,Brick
643,465968,9990,Urban,Residential,Chalky,Composite
644,328717,5368,Suburban,Infrastructure,Silty,Steel
645,69101,7486,Rural,Residential,Loamy,Wood
646,505972,7362,Rural,Infrastructure,Sandy,Concrete
647,298790,4923,Mountain,Commercial,Clay,Wood
648,900617,7370,Urban,Infrastructure,Peaty,Steel
649,557337,8659,Suburban,Commercial,Sandy,Steel
650,744965,2573,Suburban,Infrastructure,Silty,Steel
651,370260,6670,Rural,Infrastructure,Sandy,Steel
652,893811,1201,Coastal,Infrastructure,Clay,Composite
653,602673,8613,Mountain,Infrastructure,Chalky,Concrete
654,660419,7325,Mountain,Infrastructure,Peaty,Wood
655,443374,8367,Mountain,Residential,Silty,Composite
656,730777,4764,Rural,Commercial,Peaty,Brick
657,557577,8468,Urban,Commercial,Peaty,Steel
658,382370,8646,Urban,Infrastructure,Loamy,Wood
659,897225,8276,Mountain,Residential,Peaty,Brick
660,281967,9058,Coastal,Residential,Sandy,Concrete
661,201232,9219,Coastal,Industrial,Sandy,Wood
662,314119,5386,Suburban,Industrial,Chalky,Composite
663,19540,4435,Coastal,Residential,Clay,Brick
664,550652,5119,Mountain,Industrial,Silty,Wood
665,407827,5691,Suburban,Commercial,Sandy,Composite
666,561951,7375,Mountain,Residential,Peaty,Steel
667,61991,8356,Urban,Industrial,Clay,Wood
668,198751,5901,Mountain,Residential,Silty,Steel
669,376326,3522,Suburban,Industrial,Silty,Brick
670,696337,6238,Mountain,Residential,Silty,Brick
671,628992,6484,Rural,Infrastructure,Silty,Brick
672,59115,2270,Suburban,Commercial,Chalky,Steel
673,363151,9489,Coastal,Industrial,Silty,Steel
674,753583,3715,Urban,Infrastructure,Clay,Composite
675,201962,7194,Coastal,Residential,Sandy,Wood
676,731747,3476,Mountain,Infrastructure,Clay,Composite
677,159143,4237,Coastal,Commercial,Peaty,Steel
678,724635,1252,Suburban,Industrial,Loamy,Wood
679,999873,1892,Rural,Industrial,Chalky,Brick
680,546226,7289,Coastal,Residential,Chalky,Composite
681,962699,1177,Mountain,Commercial,Peaty,Composite
682,363824,605,Coastal,Infrastructure,Clay,Composite
683,14000,5253,Coastal,Residential,Clay,Steel
684,735948,2446,Suburban,Industrial,Peaty,Wood
685,897474,6044,Mountain,Infrastructure,Loamy,Brick
686,365754,1595,Mountain,Residential,Silty,Steel
687,261492,7485,Rural,Infrastructure,Silty,Brick
688,900123,2282,Suburban,Infrastructure,Sandy,Concrete
689,509522,5041,Suburban,Residential,Clay,Concrete
690,501072,3757,Urban,Infrastructure,Clay,Brick
691,48304,6713,Rural,Infrastructure,Peaty,Concrete
692,514999,5369,Rural,Commercial,Peaty,Wood
693,341593,2061,Mountain,Commercial,Silty,Wood
694,617274,4506,Mountain,Industrial,Clay,Steel
695,161836,9814,Rural,Commercial,Clay,Brick
696,118940,4481,Suburban,Residential,Chalky,Steel
697,834926,9993,Urban,Infrastructure,Sandy,Wood
698,275517,6182,Mountain,Industrial,Sandy,Wood
699,677521,6282,Urban,Commercial,Silty,Wood
700,631820,1443,Rural,Infrastructure,Loamy,Composite
701,889090,5050,Suburban,Residential,Clay,Concrete
702,395777,9637,Urban,Infrastructure,Chalky,Steel
703,634674,1100,Coastal,Residential,Clay,Steel
704,561638,6876,Rural,Infrastructure,Peaty,Wood
705,627296,2024,Suburban,Industrial,Silty,Composite
706,890729,4266,Rural,Industrial,Loamy,Steel
707,559639,750,Rural,Commercial,Sandy,Steel
708,622956,578,Urban,Commercial,Clay,Composite
709,648873,3623,Urban,Infrastructure,Loamy,Wood
710,942809,9589,Coastal,Infrastructure,Silty,Composite
711,347497,7564,Mountain,Commercial,Sandy,Concrete
712,217869,8917,Coastal,Commercial,Clay,Steel
713,75953,1709,Suburban,Infrastructure,Chalky,Concrete
714,853890,5653,Suburban,Infrastructure,Silty,Steel
715,510328,5398,Rural,Infrastructure,Clay,Concrete
716,816790,2678,Urban,Industrial,Sandy,Steel
717,13267,8110,Rural,Residential,Sandy,Wood
718,92745,9395,Mountain,Residential,Chalky,Brick
719,886020,3044,Rural,Commercial,Silty,Composite
720,834945,6022,Suburban,Industrial,Silty,Steel
721,167164,2870,Suburban,Infrastructure,Loamy,Composite
722,545626,3781,Coastal,Infrastructure,Clay,Steel
723,141484,5210,Rural,Commercial,Loamy,Brick
724,541831,828,Urban,Commercial,Sandy,Wood
725,902323,6079,Mountain,Industrial,Sandy,Wood
726,961000,4728,Mountain,Residential,Chalky,Composite
727,70692,7294,Urban,Residential,Chalky,Brick
728,230156,620,Mountain,Infrastructure,Silty,Composite
729,233992,7249,Urban,Commercial,Loamy,Wood
730,526771,1464,Urban,Industrial,Sandy,Concrete
731,840857,4724,Coastal,Infrastructure,Clay,Composite
732,573044,4175,Rural,Residential,Peaty,Steel
733,553176,6194,Suburban,Residential,Clay,Wood
734,701095,2576,Suburban,Industrial,Chalky,Steel
735,843727,7365,Rural,Infrastructure,Clay,Brick
736,124352,6143,Mountain,Industrial,Sandy,Wood
737,879474,9024,Urban,Infrastructure,Loamy,Wood
738,95999,5749,Suburban,Residential,Silty,Composite
739,27955,1816,Coastal,Commercial,Loamy,Composite
740,834273,1696,Mountain,Commercial,Peaty,Steel
741,80640,3670,Coastal,Residential,Silty,Composite
742,206582,855,Suburban,Commercial,Peaty,Concrete
743,962415,528,Rural,Commercial,Peaty,Wood
744,986535,1513,Rural,Infrastructure,Sandy,Brick
745,754086,9519,Coastal,Industrial,Sandy,Wood
746,410573,2524,Mountain,Infrastructure,Chalky,Steel
747,435695,8990,Suburban,Industrial,Chalky,Composite
748,71476,6339,Urban,Industrial,Peaty,Wood
749,316955,6291,Rural,Commercial,Loamy,Composite
750,177280,1254,Coastal,Industrial,Chalky,Steel
751,685510,9461,Suburban,Industrial,Sandy,Composite
752,605468,4235,Mountain,Residential,Chalky,Brick
753,708646,1738,Urban,Industrial,Peaty,Steel
754,647144,2406,Urban,Residential,Silty,Wood
755,864882,7899,Rural,Infrastructure,Loamy,Wood
756,424568,8461,Urban,Commercial,Loamy,Brick
757,196141,9910,Suburban,Industrial,Clay,Concrete
758,908320,5101,Rural,Residential,Chalky,Composite
759,644736,1960,Rural,Infrastructure,Loamy,Wood
760,548685,8169,Rural,Infrastructure,Sandy,Brick
761,969059,1916,Suburban,Infrastructure,Silty,Composite
762,188031,8266,Coastal,Residential,Sandy,Steel
763,928232,1928,Urban,Residential,Chalky,Brick
764,978021,4878,Urban,Commercial,Peaty,Steel
765,129180,8029,Coastal,Industrial,Clay,Steel
766,76234,4974,Rural,Infrastructure,Clay,Steel
767,574242,3571,Mountain,Commercial,Silty,Composite
768,188352,1055,Suburban,Residential,Loamy,Concrete
769,89459,9047,Rural,Commercial,Loamy,Steel
770,419995,2063,Rural,Infrastructure,Loamy,Wood
771,205004,1540,Rural,Infrastructure,Clay,Composite
772,476152,3186,Urban,Commercial,Peaty,Composite
773,951970,3053,Urban,Infrastructure,Loamy,Steel
774,964443,2279,Mountain,Residential,Sandy,Wood
775,735256,575,Suburban,Infrastructure,Loamy,Brick
776,962774,4826,Rural,Industrial,Peaty,Composite
777,69163,6335,Urban,Industrial,Silty,Steel
778,485853,5557,Coastal,Infrastructure,Silty,Steel
779,61934,2849,Urban,Commercial,Clay,Concrete
780,730255,3273,Rural,Infrastructure,Peaty,Concrete
781,435523,2762,Rural,Industrial,Sandy,Brick
782,850530,3729,Urban,Residential,Peaty,Brick
783,464137,892,Coastal,Industrial,Sandy,Brick
784,15486,1608,Coastal,Infrastructure,Sandy,Brick
785,149407,4862,Rural,Infrastructure,Peaty,Steel
786,883332,5688,Urban,Commercial,Chalky,Steel
787,660308,9302,Suburban,Infrastructure,Peaty,Steel
788,637083,5557,Suburban,Infrastructure,Sandy,Wood
789,230184,4498,Rural,Residential,Loamy,Brick
790,676490,9364,Coastal,Residential,Silty,Wood
791,359652,7066,Suburban,Residential,Silty,Composite
792,771315,4177,Urban,Commercial,Clay,Composite
793,652612,6296,Mountain,Commercial,Silty,Steel
794,332710,6863,Mountain,Industrial,Chalky,Composite
795,207775,8623,Coastal,Commercial,Sandy,Steel
796,299336,8722,Mountain,Residential,Peaty,Brick
797,797494,8190,Urban,Commercial,Peaty,Wood
798,618364,1900,Rural,Infrastructure,Chalky,Steel
799,99780,4571,Rural,Commercial,Silty,Concrete
800,162617,9308,Urban,Infrastructure,Sandy,Concrete
801,555977,3286,Rural,Industrial,Silty,Brick
802,807606,7669,Urban,Infrastructure,Clay,Wood
803,360605,1370,Urban,Residential,Silty,Steel
804,922606,4696,Mountain,Industrial,Clay,Brick
805,899465,3239,Mountain,Industrial,Peaty,Wood
806,543636,1440,Coastal,Industrial,Sandy,Concrete
807,951218,840,Mountain,Residential,Loamy,Steel
808,48102,7922,Rural,Infrastructure,Clay,Wood
809,84460,4633,Mountain,Industrial,Silty,Composite
810,374778,1159,Urban,Residential,Silty,Steel
811,99930,3957,Mountain,Industrial,Peaty,Composite
812,541089,3475,Rural,Industrial,Chalky,Brick
813,637438,9741,Coastal,Residential,Loamy,Wood
814,737627,953,Suburban,Commercial,Chalky,Wood
815,189208,8684,Urban,Industrial,Silty,Wood
816,164697,5942,Rural,Commercial,Chalky,Wood
817,223945,1318,Rural,Industrial,Loamy,Steel
818,241915,5368,Suburban,Commercial,Loamy,Composite
819,737952,512,Coastal,Infrastructure,Sandy,Composite
820,218124,8227,Urban,Commercial,Chalky,Brick
821,447477,1420,Coastal,Commercial,Sandy,Brick
822,535830,5420,Suburban,Commercial,Silty,Wood
823,293821,2918,Urban,Commercial,Silty,Concrete
824,187804,6975,Mountain,Infrastructure,Silty,Concrete
825,715703,2517,Coastal,Residential,Peaty,Wood
826,49081,8457,Mountain,Commercial,Chalky,Composite
827,728216,9920,Urban,Residential,Clay,Brick
828,365249,5292,Suburban,Industrial,Loamy,Steel
829,229930,7330,Mountain,Residential,Clay,Concrete
830,815497,2934,Mountain,Commercial,Silty,Brick
831,527313,3368,Rural,Residential,Chalky,Concrete
832,224532,1938,Urban,Infrastructure,Sandy,Composite
833,622380,4043,Suburban,Infrastructure,Clay,Composite
834,529332,2281,Rural,Commercial,Silty,Wood
835,326837,6843,Coastal,Residential,Clay,Wood
836,299106,2763,Suburban,Industrial,Clay,Concrete
837,38295,711,Rural,Infrastructure,Loamy,Concrete
838,23807,9199,Coastal,Commercial,Clay,Brick
839,445564,6659,Suburban,Infrastructure,Silty,Wood
840,167504,7527,Rural,Commercial,Loamy,Composite
841,248067,831,Suburban,Residential,Silty,Brick
842,495008,7360,Mountain,Residential,Peaty,Brick
843,985358,8544,Rural,Residential,Peaty,Steel
844,967766,8669,Mountain,Residential,Peaty,Composite
845,702440,9242,Rural,Residential,Clay,Brick
846,404540,6220,Mountain,Commercial,Chalky,Steel
847,887699,9633,Urban,Infrastructure,Silty,Wood
848,527923,1227,Mountain,Industrial,Peaty,Composite
849,176981,5475,Urban,Infrastructure,Chalky,Wood
850,754699,3743,Suburban,Residential,Peaty,Steel
851,29870,1148,Coastal,Infrastructure,Peaty,Composite
852,962082,5595,Coastal,Infrastructure,Chalky,Concrete
853,213196,7114,Coastal,Commercial,Peaty,Concrete
854,258683,7635,Urban,Industrial,Clay,Concrete
855,244677,1509,Coastal,Industrial,Clay,Brick
856,36790,2050,Coastal,Residential,Loamy,Concrete
857,653162,9495,Mountain,Commercial,Clay,Brick
858,821721,7992,Coastal,Commercial,Sandy,Brick
859,458345,3901,Urban,Commercial,Loamy,Steel
860,759074,7947,Mountain,Commercial,Peaty,Concrete
861,497462,5924,Urban,Commercial,Sandy,Composite
862,549773,4741,Rural,Industrial,Silty,Brick
863,840914,3661,Coastal,Industrial,Chalky,Steel
864,96188,4655,Urban,Infrastructure,Silty,Brick
865,539036,7978,Urban,Industrial,Sandy,Composite
866,752129,9219,Mountain,Commercial,Clay,Composite
867,674795,9715,Rural,Infrastructure,Peaty,Concrete
868,800141,7117,Rural,Industrial,Loamy,Brick
869,658249,6160,Coastal,Infrastructure,Peaty,Composite
870,40355,9124,Suburban,Industrial,Clay,Wood
871,721131,1676,Suburban,Residential,Peaty,Composite
872,461015,8456,Mountain,Industrial,Chalky,Composite
873,416332,9092,Coastal,Infrastructure,Chalky,Brick
874,166542,2733,Mountain,Residential,Chalky,Composite
875,183416,5200,Coastal,Commercial,Silty,Steel
876,315062,6406,Rural,Infrastructure,Clay,Composite
877,848656,8360,Suburban,Commercial,Chalky,Wood
878,573586,8026,Urban,Commercial,Sandy,Composite
879,511708,6059,Suburban,Infrastructure,Chalky,Concrete
880,876651,7232,Coastal,Commercial,Loamy,Brick
881,71629,3013,Suburban,Infrastructure,Silty,Wood
882,338184,8330,Urban,Infrastructure,Sandy,Steel
883,502734,7444,Rural,Industrial,Clay,Composite
884,765195,8410,Rural,Residential,Clay,Composite
885,300160,6149,Coastal,Commercial,Loamy,Steel
886,558248,1596,Suburban,Commercial,Chalky,Composite
887,830023,9620,Coastal,Residential,Sandy,Concrete
888,223920,2451,Suburban,Residential,Loamy,Wood
889,899765,9686,Mountain,Residential,Sandy,Composite
890,252804,8299,Coastal,Residential,Chalky,Steel
891,386965,9304,Suburban,Residential,Chalky,Steel
892,470857,1095,Mountain,Industrial,Peaty,Wood
893,832827,8375,Coastal,Infrastructure,Peaty,Concrete
894,514492,9533,Rural,Residential,Chalky,Wood
895,663983,4939,Mountain,Industrial,Silty,Composite
896,425916,6472,Coastal,Residential,Loamy,Concrete
897,831052,1358,Urban,Residential,Peaty,Concrete
898,768574,6019,Rural,Commercial,Chalky,Steel
899,138148,7885,Mountain,Commercial,Sandy,Concrete
900,816991,9136,Suburban,Commercial,Loamy,Composite
901,496261,4817,Urban,Commercial,Peaty,Composite
902,365540,3954,Suburban,Infrastructure,Silty,Composite
903,202714,1530,Urban,Infrastructure,Loamy,Brick
904,741899,9987,Coastal,Commercial,Loamy,Concrete
905,293876,8406,Coastal,Commercial,Clay,Concrete
906,269747,1947,Suburban,Residential,Sandy,Composite
907,625650,3350,Suburban,Residential,Silty,Steel
908,433570,8606,Suburban,Commercial,Silty,Concrete
909,285987,7651,Mountain,Commercial,Silty,Brick
910,648353,7452,Rural,Commercial,Sandy,Concrete
911,868158,4555,Suburban,Residential,Silty,Wood
912,27640,5902,Coastal,Commercial,Clay,Brick
913,62528,9781,Coastal,Commercial,Peaty,Steel
914,834845,2172,Suburban,Infrastructure,Sandy,Brick
915,269214,5032,Suburban,Infrastructure,Silty,Brick
916,849070,5424,Coastal,Residential,Chalky,Concrete
917,980240,6585,Mountain,Infrastructure,Peaty,Brick
918,511108,8234,Urban,Residential,Loamy,Composite
919,644421,5364,Coastal,Industrial,Sandy,Brick
920,378501,9816,Urban,Commercial,Chalky,Concrete
