budget,area size,soil type,project type,strength,material,suppliers,environmental type,labor cost,duration (days),risk factor,energy rating,maintenance cost,permit cost,insurance cost,warranty period (years),site accessibility,design complexity
884371,7660,Clay,Commercial,51.257127074991246,Steel,339,Rural,23425,588,0.9285611378114237,D,19483,211,5992,8,Easy,Complex
421357,9883,Loamy,Industrial,79.1589298831862,Steel,214,Rural,3181,107,0.8202850848593141,D,3777,2828,18140,1,Moderate,Complex
745716,1187,Clay,Residential,51.10492708669016,Composite,433,Coastal,21407,390,0.14414864358275836,D,3618,4590,3576,5,Moderate,Moderate
115878,9001,Silty,Residential,41.363986862624174,Composite,113,Mountain,13323,90,0.05105107694044975,E,4467,3334,18509,6,Moderate,Complex
737270,3627,Chalky,Infrastructure,96.62059410438995,Wood,338,Rural,46886,36,0.15270947701619653,A,6319,4847,10830,4,Difficult,Complex
983548,7263,Clay,Infrastructure,10.74639784940713,Concrete,90,Urban,41760,300,0.5839289768666562,C,3982,3809,21945,7,Difficult,Complex
208286,3895,Chalky,Residential,37.48537000678455,Steel,271,Rural,33847,550,0.6335678852239361,C,18392,1733,13537,5,Easy,Complex
783290,9505,Clay,Commercial,64.84534447417508,Wood,247,Mountain,30455,242,0.3789141312731049,E,6323,2197,16991,2,Easy,Complex
784684,1345,Sandy,Infrastructure,80.45283124475247,Wood,476,Mountain,45967,194,0.2808880505190937,E,16384,2838,24450,3,Moderate,Simple
174899,1664,Silty,Residential,83.47716592827078,Concrete,30,Suburban,30108,260,0.20691014297126975,D,10313,2012,15952,5,Difficult,Simple
983324,6404,Clay,Infrastructure,14.146581866965523,Wood,28,Mountain,40898,697,0.43887212504904805,A,18768,2311,9317,2,Moderate,Complex
334767,5860,Peaty,Infrastructure,73.8218850001829,Wood,468,Coastal,22623,393,0.02256101983180303,A,834,2945,13598,9,Difficult,Simple
871882,854,Clay,Residential,74.82282791246352,Concrete,388,Mountain,46460,44,0.008706199486955946,B,5704,524,8793,9,Moderate,Simple
889858,2372,Sandy,Industrial,29.26714793106413,Brick,68,Rural,13520,147,0.7977672529055005,A,9276,3781,20982,5,Easy,Simple
389989,2524,Peaty,Commercial,20.14975256230828,Wood,357,Rural,1446,117,0.5303584839333781,D,10188,4122,8921,2,Easy,Simple
425515,3317,Peaty,Industrial,77.4717541925772,Composite,143,Rural,32146,545,0.781211716669512,B,18148,3890,22291,1,Easy,Complex
53585,4332,Clay,Residential,32.45500056135503,Wood,34,Mountain,14255,143,0.11392657138366591,E,13642,4061,11468,4,Difficult,Simple
381369,8757,Sandy,Residential,10.150642367530951,Concrete,459,Coastal,26627,256,0.8153321738871693,D,1936,3563,9388,4,Difficult,Moderate
74044,3081,Peaty,Commercial,30.121534321917494,Concrete,471,Coastal,39188,684,0.9227380972737245,B,5964,1942,12102,4,Difficult,Moderate
970061,9822,Silty,Residential,12.79612079346813,Brick,355,Suburban,10785,273,0.5333735485490368,D,5014,2506,11088,6,Easy,Simple
452296,2986,Loamy,Infrastructure,32.42680180247157,Brick,427,Urban,34746,450,0.10543704251214925,E,10100,589,19224,5,Easy,Complex
119556,9526,Silty,Commercial,40.151762409863885,Composite,227,Coastal,33796,31,0.12324954737250449,B,9548,4500,10534,7,Easy,Simple
536981,8918,Chalky,Industrial,34.426014358415635,Composite,203,Rural,19808,460,0.1941824915687791,D,17286,1196,20684,5,Moderate,Complex
891691,2943,Chalky,Commercial,92.794336046132,Wood,61,Suburban,19357,389,0.1852595333111352,C,5268,1341,1290,9,Difficult,Complex
777595,9419,Sandy,Industrial,30.927965264675617,Brick,191,Coastal,28960,665,0.9448701098272653,E,4699,2774,15354,6,Moderate,Simple
210235,1536,Peaty,Residential,52.07813405002912,Composite,2,Coastal,17416,500,0.8002946556341385,B,19274,777,2716,5,Easy,Moderate
35939,9184,Silty,Industrial,96.16848344596423,Wood,118,Urban,6055,612,0.31814182440439,C,11434,3009,11459,1,Moderate,Complex
976429,7935,Silty,Industrial,89.12795422331999,Steel,308,Urban,36715,609,0.816576802456731,C,4647,3825,21481,6,Difficult,Simple
970445,2048,Loamy,Industrial,37.83326270794852,Wood,52,Urban,41436,176,0.7721351380942271,B,13156,621,12747,5,Easy,Moderate
162906,9835,Sandy,Commercial,39.38412654617218,Composite,15,Coastal,10487,293,0.35526489193152855,A,1123,3855,21659,3,Easy,Complex
552335,5565,Peaty,Infrastructure,63.39964622585048,Wood,424,Coastal,19932,58,0.029985016520006402,A,5349,1532,10073,4,Difficult,Complex
298249,6996,Sandy,Industrial,92.6076565678807,Steel,284,Rural,42858,166,0.008745017430682123,D,16494,2615,20442,5,Difficult,Complex
85766,6683,Clay,Commercial,10.899981591022298,Composite,479,Mountain,5798,642,0.3256233527280119,B,3822,686,10602,9,Moderate,Moderate
418923,4457,Silty,Commercial,45.38078129666631,Wood,96,Urban,19325,473,0.04539539478712151,B,11195,150,1263,9,Moderate,Simple
425192,3907,Sandy,Infrastructure,86.47979377260015,Composite,98,Rural,12345,377,0.12109504219241418,C,18964,4485,12303,6,Easy,Simple
578550,1139,Sandy,Commercial,46.94229805480983,Wood,55,Rural,44615,359,0.2544395140404726,C,14336,167,9221,6,Difficult,Complex
397261,672,Loamy,Residential,74.80493876979452,Concrete,434,Suburban,4217,83,0.17902154164075723,C,19742,3352,15859,9,Easy,Moderate
820208,6166,Clay,Residential,72.2732412170982,Composite,278,Rural,24096,105,0.1447724257663413,E,3327,3991,10392,8,Difficult,Moderate
695440,4854,Chalky,Residential,28.491283866733056,Composite,413,Urban,30401,321,0.26214308934797725,A,9226,3071,9819,7,Moderate,Simple
662664,4459,Silty,Infrastructure,50.46350539302849,Composite,245,Mountain,45952,680,0.7368922000130856,D,6469,429,11512,6,Moderate,Complex
994346,9208,Loamy,Commercial,60.956804153140475,Composite,328,Rural,40195,486,0.4444358146296268,D,4319,2363,24361,2,Easy,Complex
464589,9214,Sandy,Residential,74.39166417196807,Wood,470,Coastal,28303,419,0.663200817106832,B,5105,1513,9827,8,Easy,Simple
147848,3386,Silty,Industrial,84.01506684175767,Brick,396,Coastal,22398,658,0.9287611525147766,C,626,4488,12286,5,Difficult,Simple
627075,2664,Chalky,Commercial,78.3939890052544,Wood,471,Rural,40047,70,0.0013545415043190179,B,7727,4461,17038,6,Easy,Moderate
137948,4445,Sandy,Residential,12.548032064670714,Steel,38,Urban,30324,475,0.9512497734111847,A,12889,4423,13414,3,Difficult,Moderate
589304,5735,Clay,Commercial,70.35740574414989,Concrete,120,Mountain,4243,136,0.27913975268139624,E,18135,1292,3330,1,Difficult,Simple
412690,8246,Silty,Residential,54.758391747010585,Wood,258,Mountain,5984,422,0.28750784348263525,A,11619,3436,20128,6,Difficult,Simple
509046,3090,Loamy,Industrial,61.647556226822815,Wood,140,Urban,43542,369,0.6294090704062633,B,11038,140,9210,4,Easy,Complex
461269,8254,Clay,Commercial,43.56695914712893,Composite,183,Coastal,24561,133,0.3608546958881491,C,14545,3537,14483,5,Easy,Complex
31959,5434,Chalky,Residential,74.26235931282149,Steel,213,Coastal,36112,679,0.08045803906860471,B,5160,4309,3169,4,Easy,Complex
670890,4576,Chalky,Residential,70.64996609072199,Composite,126,Suburban,34097,70,0.7114475720212757,C,19709,1827,16681,5,Easy,Moderate
760216,5685,Silty,Industrial,62.153783331072894,Composite,140,Rural,23975,33,0.18318822689050107,C,18363,762,7431,1,Difficult,Moderate
915533,1593,Chalky,Industrial,87.54449793303831,Brick,109,Rural,3263,39,0.9293718709938338,B,8885,2788,5896,4,Easy,Complex
800180,4380,Peaty,Residential,19.171002240247546,Concrete,479,Coastal,6372,590,0.9878636981639579,E,4081,713,16530,4,Moderate,Simple
238576,7059,Loamy,Residential,37.09209483282553,Brick,9,Rural,21809,103,0.18122360940082627,B,14281,1545,5348,6,Difficult,Complex
547833,3285,Silty,Infrastructure,54.561737368254505,Composite,463,Urban,36379,77,0.7536861785943232,A,1593,990,4815,3,Difficult,Moderate
924091,6565,Peaty,Infrastructure,96.27443301695818,Concrete,32,Mountain,31676,153,0.9918234955667761,A,18833,1895,7669,3,Easy,Moderate
993703,7039,Chalky,Commercial,16.476704765363728,Wood,235,Suburban,39317,180,0.9553074658708359,D,1747,131,7072,5,Moderate,Simple
175838,2074,Silty,Commercial,40.33697409863534,Steel,73,Urban,34850,641,0.5649148240396016,A,9323,3327,20129,3,Moderate,Complex
345674,6176,Peaty,Infrastructure,93.33014983533549,Brick,472,Urban,7319,518,0.3120273685678727,A,4159,3326,1957,7,Easy,Moderate
889989,8560,Chalky,Residential,90.81528107042469,Steel,136,Urban,47453,422,0.01166367986285266,B,16533,1387,20751,3,Difficult,Simple
71087,4490,Sandy,Industrial,87.87210136368421,Composite,254,Rural,46029,479,0.8982356448325574,B,5819,1146,17174,4,Moderate,Moderate
603128,5710,Sandy,Commercial,37.755141040124556,Concrete,116,Mountain,13582,667,0.035594748854527625,E,14754,4611,15163,2,Easy,Complex
128451,5345,Clay,Residential,86.2152201775905,Wood,156,Suburban,47717,257,0.576422138380379,A,7854,4838,8019,1,Difficult,Complex
457600,9785,Sandy,Industrial,55.48054707063268,Concrete,440,Coastal,47633,296,0.1861494396228941,E,2748,4751,20501,3,Difficult,Simple
847437,1689,Peaty,Industrial,65.78009596381261,Steel,82,Urban,15642,288,0.24198314009643962,E,11865,4889,24657,4,Difficult,Simple
449792,3189,Loamy,Residential,31.49424149147822,Steel,107,Urban,21273,474,0.02335162321771478,A,8523,425,22731,9,Difficult,Moderate
49353,4595,Sandy,Residential,73.6006500027191,Wood,229,Urban,37187,507,0.036906304893151054,B,10024,4194,2139,9,Easy,Moderate
203075,2375,Silty,Commercial,39.49273938300753,Wood,292,Coastal,5456,174,0.35020570075231516,C,2593,3604,7684,5,Moderate,Simple
224283,8268,Silty,Infrastructure,40.949238350858636,Concrete,117,Rural,2789,614,0.8775600137691921,C,17066,4638,3480,8,Difficult,Complex
324877,3906,Silty,Residential,67.3135458484218,Brick,421,Rural,8233,59,0.5658333124646825,C,13060,4156,9244,5,Moderate,Moderate
75318,4432,Sandy,Infrastructure,31.58487299566638,Concrete,288,Mountain,20001,621,0.5383064903387927,E,11675,1696,5744,2,Moderate,Complex
775313,8740,Sandy,Commercial,30.199485092123492,Steel,213,Rural,42598,37,0.6203022419783288,C,5272,1590,1840,1,Moderate,Moderate
492690,5908,Clay,Infrastructure,43.224664833646976,Concrete,167,Rural,36331,198,0.5353336780497289,D,11282,1456,23574,9,Easy,Complex
426880,4361,Loamy,Infrastructure,80.02572625533102,Composite,49,Suburban,44242,34,0.30424455369611303,D,7420,1164,22362,7,Easy,Complex
601460,7906,Loamy,Industrial,30.221384415683435,Concrete,221,Suburban,19864,354,0.8799703485894151,E,8282,2561,21806,7,Difficult,Moderate
750976,3333,Chalky,Commercial,80.85865514982878,Concrete,402,Rural,46442,181,0.47560331571247827,B,14322,1549,23799,9,Easy,Simple
791239,5785,Clay,Residential,72.6044749448275,Composite,279,Suburban,22535,363,0.7526517371990183,A,17107,1415,7521,7,Moderate,Complex
103264,8145,Peaty,Infrastructure,71.11718924231346,Steel,289,Mountain,28641,410,0.9120457491909109,E,18791,1706,15097,6,Easy,Simple
780746,9523,Silty,Commercial,52.728010634206946,Wood,368,Rural,23190,610,0.0037273097711031378,C,17367,3638,11662,5,Moderate,Simple
823168,5277,Sandy,Industrial,77.1299050023416,Concrete,457,Suburban,2597,449,0.47813759372987574,A,4342,4273,23477,1,Difficult,Moderate
235281,3235,Chalky,Industrial,11.216756809349112,Brick,492,Coastal,3273,483,0.6046157006149505,B,845,1917,2648,9,Difficult,Simple
647147,8773,Chalky,Infrastructure,37.50465323488797,Wood,179,Suburban,23671,356,0.5023930104410894,C,14766,2314,5664,2,Difficult,Simple
908613,8778,Sandy,Infrastructure,71.1223717441433,Brick,171,Suburban,27051,459,0.9024157342553503,D,11603,1951,5952,9,Easy,Moderate
404070,6868,Clay,Residential,98.85658818387544,Concrete,486,Coastal,36547,620,0.9400481084041464,D,3608,1407,21280,9,Moderate,Moderate
362228,1321,Chalky,Commercial,10.226290697584835,Brick,4,Mountain,7889,611,0.1342895409901298,E,15857,2319,2908,8,Moderate,Moderate
441839,8025,Loamy,Residential,55.897503853033705,Wood,336,Coastal,22893,317,0.3024617912769242,B,4824,1397,14184,5,Easy,Moderate
279536,662,Clay,Residential,93.1452786133322,Brick,195,Mountain,34514,89,0.26387970557658214,E,13886,3713,17493,7,Easy,Complex
327824,8277,Sandy,Industrial,87.71854463350063,Brick,456,Coastal,19793,157,0.4967681391733496,B,19513,2377,15972,6,Moderate,Complex
267426,2432,Clay,Commercial,12.082257527897927,Wood,464,Mountain,46376,412,0.3821050550585493,E,8344,2914,7615,8,Easy,Complex
187789,4035,Loamy,Residential,57.660231461561665,Wood,381,Mountain,28215,199,0.35921618847377335,A,6036,1321,22485,7,Easy,Simple
523153,6456,Silty,Industrial,10.38583912752402,Wood,258,Urban,48176,581,0.5339007289903196,E,12193,1577,3634,8,Easy,Moderate
752452,3946,Sandy,Infrastructure,81.0617453409138,Wood,45,Urban,23462,56,0.4900664563133621,A,4932,230,22043,5,Difficult,Complex
847291,3290,Loamy,Residential,37.79873578804112,Composite,467,Suburban,5944,645,0.46537533350237636,B,2352,3690,5453,7,Moderate,Complex
135657,3207,Sandy,Infrastructure,78.90315957237597,Concrete,344,Coastal,14793,34,0.11321396633111891,A,3497,4741,11848,8,Moderate,Complex
245167,8459,Loamy,Commercial,95.03140075332146,Wood,208,Mountain,38119,474,0.5392662135497056,A,11221,1188,23045,9,Difficult,Complex
691669,4433,Loamy,Residential,97.84765487396335,Steel,115,Urban,39202,537,0.058960616604662786,E,2262,766,16609,1,Difficult,Complex
490671,3885,Chalky,Infrastructure,90.47000627903255,Brick,424,Suburban,26438,668,0.6163493591112891,A,15257,1202,18232,3,Difficult,Complex
729094,7136,Chalky,Infrastructure,28.372910785746956,Wood,130,Suburban,11401,337,0.6234377234423626,C,15781,2190,10318,3,Difficult,Simple
80467,1422,Chalky,Commercial,27.51401529351972,Wood,160,Suburban,44300,104,0.26059061497494884,C,19849,4928,21757,7,Difficult,Moderate
193734,8589,Silty,Industrial,66.3202389597605,Concrete,1,Urban,5012,374,0.13531281886287228,B,7903,3543,12645,7,Difficult,Simple
632794,1064,Silty,Industrial,58.96483140231782,Wood,497,Rural,48972,413,0.7982746811536583,C,10195,2266,14006,8,Easy,Moderate
119751,3758,Loamy,Residential,10.858114702121396,Composite,274,Suburban,23144,282,0.770382799762539,E,9317,2955,16945,5,Difficult,Moderate
391050,3000,Peaty,Infrastructure,45.25546160361962,Steel,487,Rural,31269,676,0.9460074047970327,A,11786,2177,4941,7,Moderate,Simple
940192,5066,Sandy,Industrial,91.60219049654577,Steel,448,Rural,4214,208,0.4463093417820886,A,1152,712,4150,9,Moderate,Moderate
821774,9679,Chalky,Residential,90.85231170278757,Wood,160,Rural,23750,412,0.3155515943700884,B,15602,2068,8465,5,Moderate,Complex
702517,7381,Sandy,Infrastructure,28.351619568643137,Concrete,265,Suburban,46069,655,0.30260800654575504,A,17167,2793,13841,5,Moderate,Simple
471079,4136,Loamy,Residential,44.37667622415347,Wood,311,Mountain,17235,286,0.18018334362732613,A,17839,4501,2884,1,Easy,Complex
378452,6530,Clay,Commercial,60.432940989647435,Brick,323,Rural,43593,495,0.3497327810695573,A,17719,3217,6439,6,Moderate,Simple
979587,723,Loamy,Residential,86.75058385830019,Steel,248,Urban,17954,718,0.12779749126170858,B,14624,4481,20534,9,Easy,Moderate
116081,6797,Silty,Commercial,57.87949953172134,Brick,24,Urban,16539,485,0.8720360716900825,C,10253,987,4554,6,Easy,Simple
993237,850,Peaty,Infrastructure,97.13798312167314,Composite,377,Rural,29160,561,0.34688078195463445,C,18334,2433,16300,3,Easy,Complex
623333,7814,Clay,Infrastructure,81.91469241890992,Steel,267,Rural,47538,384,0.5472793815952345,D,1348,868,15866,5,Moderate,Simple
568986,2428,Sandy,Infrastructure,95.77826856807597,Steel,156,Rural,4895,583,0.06658355233285229,E,9938,1536,20085,1,Easy,Complex
120078,8243,Silty,Residential,75.8342996538709,Composite,272,Urban,14956,173,0.2807341529607359,D,12632,3900,18934,6,Moderate,Complex
877055,9040,Chalky,Infrastructure,88.9861725426277,Brick,93,Coastal,42745,574,0.22354153700495383,B,17283,3906,1722,4,Easy,Moderate
32671,5232,Clay,Infrastructure,84.79034131400645,Wood,361,Mountain,45888,630,0.8869629288486304,B,4193,3570,16066,6,Moderate,Moderate
428400,1517,Silty,Commercial,32.845463356701515,Concrete,12,Coastal,1822,624,0.1800151079263762,C,8375,3316,16887,4,Easy,Complex
365528,2726,Sandy,Infrastructure,30.658278110884186,Brick,238,Urban,7626,512,0.7955271339211287,A,11806,4508,7966,1,Easy,Simple
969611,7706,Loamy,Infrastructure,87.79450829110584,Composite,121,Urban,27158,717,0.28266854241318573,D,15630,4786,16102,1,Moderate,Moderate
620490,7670,Sandy,Infrastructure,17.620996376829062,Composite,452,Suburban,33494,630,0.21116368006654507,B,17558,2815,3070,1,Difficult,Complex
61663,6707,Clay,Industrial,46.77072442297587,Composite,90,Coastal,27865,340,0.00965999968903386,E,9288,1341,12939,5,Easy,Simple
25708,2919,Clay,Infrastructure,83.85919932570032,Steel,388,Rural,8062,697,0.29156190971956897,D,4864,4023,2836,5,Moderate,Complex
888338,6740,Loamy,Residential,83.19153986570562,Wood,75,Rural,21756,692,0.0702882638270087,E,9402,3714,15167,7,Easy,Moderate
321955,2393,Clay,Commercial,22.490452961224257,Steel,322,Urban,21124,474,0.3621317385520192,E,13328,2454,19520,8,Easy,Complex
143883,5822,Peaty,Infrastructure,53.893882077148845,Steel,31,Suburban,30883,125,0.0529041428132071,C,11953,2519,8407,8,Difficult,Simple
328394,8218,Chalky,Residential,53.184916245261775,Steel,440,Coastal,36501,373,0.06422636819291994,C,4472,433,10451,1,Easy,Complex
122547,7378,Silty,Commercial,39.13493071952966,Composite,434,Suburban,23627,273,0.3545444634170799,E,6623,2432,2030,7,Moderate,Simple
999586,1625,Loamy,Commercial,92.5463030557903,Brick,195,Mountain,46577,666,0.44800151566230983,D,8144,3185,3756,1,Easy,Moderate
920681,3617,Sandy,Residential,68.78058508051586,Concrete,89,Suburban,45115,567,0.3324124329642437,C,1277,4151,5456,6,Moderate,Complex
569042,4661,Sandy,Residential,98.21687408599335,Concrete,98,Mountain,6172,424,0.023694766058181438,D,14428,3724,10943,3,Difficult,Complex
761102,4542,Chalky,Industrial,16.008958974408294,Wood,129,Coastal,32870,305,0.17809359874065833,C,14962,2822,18491,8,Moderate,Simple
772002,4933,Clay,Industrial,45.49151556198386,Wood,453,Rural,26222,703,0.9390498215261767,A,8977,2920,3260,3,Moderate,Moderate
152483,9138,Clay,Infrastructure,85.16238058889296,Composite,295,Mountain,43269,129,0.5717338827829744,B,15508,2083,12977,7,Easy,Moderate
668271,3158,Sandy,Industrial,48.04171022909433,Concrete,436,Rural,13342,545,0.8539846866392117,A,11431,4146,18878,8,Moderate,Complex
994774,3983,Chalky,Residential,33.56902243389918,Brick,95,Suburban,44763,119,0.05132951566498278,A,6136,1435,7900,1,Easy,Moderate
224835,3444,Sandy,Industrial,99.80267898853964,Composite,164,Suburban,22056,683,0.007572528555612412,B,15923,1898,14345,4,Moderate,Moderate
411896,7710,Clay,Commercial,88.58124007320825,Wood,451,Coastal,6140,426,0.7817512949915718,C,10361,1903,1590,2,Difficult,Moderate
94896,8153,Loamy,Residential,59.182629516950364,Composite,230,Rural,48878,631,0.3844797198406438,C,10904,1859,2800,4,Moderate,Moderate
487095,9287,Silty,Infrastructure,60.55383126219468,Wood,140,Coastal,41235,70,0.3691434849638554,A,10047,4984,4418,3,Moderate,Simple
81295,2486,Clay,Commercial,10.617666452888791,Concrete,317,Mountain,46891,632,0.23821859398101952,C,13741,4231,11559,7,Difficult,Complex
753974,1574,Loamy,Commercial,98.28951227948006,Composite,464,Suburban,7502,470,0.16054412679583063,E,14592,4740,21089,7,Easy,Simple
897121,4805,Silty,Commercial,82.56656457167425,Steel,328,Suburban,25311,500,0.8284552567265223,E,11512,3815,21923,7,Difficult,Moderate
283255,3507,Peaty,Residential,13.305642359016598,Wood,395,Suburban,9334,563,0.061406745506967564,C,6087,4630,21251,6,Easy,Complex
